"","station_name","datetime","predicted"
"404","Yerba Buena Center of the Arts (3rd @ Howard)","2014-09-12",2.18277501374026
"405","Yerba Buena Center of the Arts (3rd @ Howard)","2014-09-13",-2.82913239842748
"406","Yerba Buena Center of the Arts (3rd @ Howard)","2014-09-14",-1.22915577518745
"407","2nd at Folsom","2014-09-01",-16.8166356381134
"408","2nd at Folsom","2014-09-02",-15.6914415020492
"409","2nd at Folsom","2014-09-03",-13.1950298061047
"410","2nd at Folsom","2014-09-04",-13.3445946286668
"411","2nd at Folsom","2014-09-05",-9.27125152113915
"412","2nd at Folsom","2014-09-06",-2.17863009239277
"413","2nd at Folsom","2014-09-07",-1.32343094702649
"414","2nd at Folsom","2014-09-08",-15.98330230478
"415","2nd at Folsom","2014-09-09",-14.8581081687158
"416","2nd at Folsom","2014-09-10",-12.3616964727714
"417","2nd at Folsom","2014-09-11",-12.5112612953335
"418","2nd at Folsom","2014-09-12",-8.43791818780582
"419","2nd at Folsom","2014-09-13",-1.34529675905944
"420","2nd at Folsom","2014-09-14",-0.490097613693163
"421","2nd at South Park","2014-09-01",-8.91500759727265
"422","2nd at South Park","2014-09-02",-4.48508356333639
"423","2nd at South Park","2014-09-03",-5.74862297305054
"424","2nd at South Park","2014-09-04",-5.52839017144128
"425","2nd at South Park","2014-09-05",-3.62556451336724
"426","2nd at South Park","2014-09-06",-1.45237014560338
"427","2nd at South Park","2014-09-07",-2.91468078794313
"428","2nd at South Park","2014-09-08",-10.6411980734631
"429","2nd at South Park","2014-09-09",-6.21127403952686
"430","2nd at South Park","2014-09-10",-7.47481344924102
"431","2nd at South Park","2014-09-11",-7.25458064763176
"432","2nd at South Park","2014-09-12",-5.35175498955771
"433","2nd at South Park","2014-09-13",-3.17856062179385
"434","2nd at South Park","2014-09-14",-4.6408712641336
"435","2nd at Townsend","2014-09-01",0.383686635911996
"436","2nd at Townsend","2014-09-02",2.7946334379279
"437","2nd at Townsend","2014-09-03",5.01810180816923
"438","2nd at Townsend","2014-09-04",-1.77701843409684
"439","2nd at Townsend","2014-09-05",0.783915645712525
"440","2nd at Townsend","2014-09-06",-0.0966701559313512
"441","2nd at Townsend","2014-09-07",-2.88712350443277
"442","2nd at Townsend","2014-09-08",0.0397817967273584
"443","2nd at Townsend","2014-09-09",2.45072859874326
"444","2nd at Townsend","2014-09-10",4.67419696898459
"445","2nd at Townsend","2014-09-11",-2.12092327328148
"446","2nd at Townsend","2014-09-12",0.440010806527887
"447","2nd at Townsend","2014-09-13",-0.440574995115989
"448","2nd at Townsend","2014-09-14",-3.23102834361741
"449","San Francisco Caltrain (Townsend at 4th)","2014-09-01",67.677644364694
"450","San Francisco Caltrain (Townsend at 4th)","2014-09-02",60.2855614417689
"451","San Francisco Caltrain (Townsend at 4th)","2014-09-03",47.2803715290513
"452","San Francisco Caltrain (Townsend at 4th)","2014-09-04",47.1677817124495
"453","San Francisco Caltrain (Townsend at 4th)","2014-09-05",44.9110965607276
"454","San Francisco Caltrain (Townsend at 4th)","2014-09-06",5.99613378230787
"455","San Francisco Caltrain (Townsend at 4th)","2014-09-07",9.78328589609257
"456","San Francisco Caltrain (Townsend at 4th)","2014-09-08",69.5773240077428
"457","San Francisco Caltrain (Townsend at 4th)","2014-09-09",62.1852410848177
"458","San Francisco Caltrain (Townsend at 4th)","2014-09-10",49.1800511721001
"459","San Francisco Caltrain (Townsend at 4th)","2014-09-11",49.0674613554983
"460","San Francisco Caltrain (Townsend at 4th)","2014-09-12",46.8107762037765
"461","San Francisco Caltrain (Townsend at 4th)","2014-09-13",7.89581342535669
